40,5,3.1415
35,5,3.1415
30,5,3.1415
25,5,3.1415
20,5,3.1415
15,5,3.1415
10,5,3.1415
5,10,-1.5708
5,15,-1.5708
5,15,0
10,15,0
15,15,0
20,15,0
25,15,0
30,15,0
35,15,0
40,15,0
45,15,0
50,15,0
55,15,0
60,15,0
65,15,0
70,15,0
75,15,0
80,15,0
85,15,0
90,15,0
95,15,0
100,15,0
105,15,0
110,15,0
115,15,0
120,15,0
125,15,0
130,15,0
135,15,0
140,15,0
145,15,0
150,15,0
155,15,0
160,15,0
165,15,0
170,15,0
175,15,0
180,15,0
185,15,0
190,15,0
195,20,1.5708
195,15,1.5708
195,25,3.1415
190,25,3.1415
185,25,3.1415
180,25,3.1415
175,25,3.1415
170,25,3.1415
165,25,3.1415
160,25,3.1415
155,25,3.1415
150,25,3.1415
145,25,3.1415
140,25,3.1415
135,25,3.1415
130,25,3.1415
125,25,3.1415
120,25,3.1415
115,25,3.1415
110,25,3.1415
105,25,3.1415
100,25,3.1415
95,25,3.1415
90,25,3.1415
85,25,3.1415
80,25,3.1415
75,25,3.1415
70,25,3.1415
65,25,3.1415
60,25,3.1415
55,25,3.1415
50,25,3.1415
45,25,3.1415
40,25,3.1415
35,25,3.1415
30,25,3.1415
25,25,3.1415
20,25,3.1415
15,25,3.1415
10,25,3.1415
5,30,-1.5708
5,35,-1.5708
5,35,0
10,35,0
15,35,0
20,35,0
25,35,0
30,35,0
35,35,0
40,35,0
45,35,0
50,35,0
55,35,0
60,35,0
65,35,0
70,35,0
75,35,0
80,35,0
85,35,0
90,35,0
95,35,0
100,35,0
105,35,0
110,35,0
115,35,0
120,35,0
125,35,0
130,35,0
135,35,0
140,35,0
145,35,0
150,35,0
155,35,0
160,35,0
165,35,0
170,35,0
175,35,0
180,35,0
185,35,0
190,35,0
195,40,1.5708
195,35,1.5708
195,45,3.1415
190,45,3.1415
185,45,3.1415
180,45,3.1415
175,45,3.1415
170,45,3.1415
165,45,3.1415
160,45,3.1415
155,45,3.1415
150,45,3.1415
145,45,3.1415
140,45,3.1415
135,45,3.1415
130,45,3.1415
125,45,3.1415
120,45,3.1415
115,45,3.1415
110,45,3.1415
105,45,3.1415
100,45,3.1415
95,45,3.1415
90,45,3.1415
85,45,3.1415
80,45,3.1415
75,45,3.1415
70,45,3.1415
65,45,3.1415
60,45,3.1415
55,45,3.1415
50,45,3.1415
45,45,3.1415
40,45,3.1415
35,45,3.1415
30,45,3.1415
25,45,3.1415
20,45,3.1415
15,45,3.1415
10,45,3.1415
5,50,-1.5708
5,55,-1.5708
5,55,0
10,55,0
15,55,0
20,55,0
25,55,0
30,55,0
35,55,0
40,55,0
45,55,0
50,55,0
55,55,0
60,55,0
65,55,0
70,55,0
75,55,0
80,55,0
85,55,0
90,55,0
95,55,0
100,55,0
105,55,0
110,55,0
115,55,0
120,55,0
125,55,0
130,55,0
135,55,0
140,55,0
145,55,0
150,55,0
155,55,0
160,55,0
165,55,0
170,55,0
175,55,0
180,55,0
185,55,0
190,55,0
195,60,1.5708
195,55,1.5708
195,65,3.1415
190,65,3.1415
185,65,3.1415
180,65,3.1415
175,65,3.1415
170,65,3.1415
165,65,3.1415
160,65,3.1415
155,65,3.1415
150,65,3.1415
145,65,3.1415
140,65,3.1415
135,65,3.1415
130,65,3.1415
125,65,3.1415
120,65,3.1415
115,65,3.1415
110,65,3.1415
105,65,3.1415
100,65,3.1415
95,65,3.1415
90,65,3.1415
85,65,3.1415
80,65,3.1415
75,65,3.1415
70,65,3.1415
65,65,3.1415
60,65,3.1415
55,65,3.1415
50,65,3.1415
45,65,3.1415
40,65,3.1415
35,65,3.1415
30,65,3.1415
25,65,3.1415
20,65,3.1415
15,65,3.1415
10,65,3.1415
5,70,-1.5708
5,75,-1.5708
5,75,0
10,75,0
15,75,0
20,75,0
25,75,0
30,75,0
35,75,0
40,75,0
45,75,0
50,75,0
55,75,0
60,75,0
65,75,0
70,75,0
75,75,0
80,75,0
85,75,0
90,75,0
95,75,0
100,75,0
105,75,0
110,75,0
115,75,0
120,75,0
125,75,0
130,75,0
135,75,0
140,75,0
145,75,0
150,75,0
155,75,0
160,75,0
165,75,0
170,75,0
175,75,0
180,75,0
185,75,0
190,75,0
195,80,1.5708
195,75,1.5708
195,85,3.1415
190,85,3.1415
185,85,3.1415
180,85,3.1415
175,85,3.1415
170,85,3.1415
165,85,3.1415
160,85,3.1415
155,85,3.1415
150,85,3.1415
145,85,3.1415
140,85,3.1415
135,85,3.1415
130,85,3.1415
125,85,3.1415
120,85,3.1415
115,85,3.1415
110,85,3.1415
105,85,3.1415
100,85,3.1415
95,85,3.1415
90,85,3.1415
85,85,3.1415
80,85,3.1415
75,85,3.1415
70,85,3.1415
65,85,3.1415
60,85,3.1415
55,85,3.1415
50,85,3.1415
45,85,3.1415
40,85,3.1415
35,85,3.1415
30,85,3.1415
25,85,3.1415
20,85,3.1415
15,85,3.1415
10,85,3.1415
5,90,-1.5708
5,95,-1.5708
5,95,0
10,95,0
15,95,0
20,95,0
25,95,0
30,95,0
35,95,0
40,95,0
45,95,0
50,95,0
55,95,0
60,95,0
65,95,0
70,95,0
75,95,0
80,95,0
85,95,0
90,95,0
95,95,0
100,95,0
105,95,0
110,95,0
115,95,0
120,95,0
125,95,0
130,95,0
135,95,0
140,95,0
145,95,0
150,95,0
155,95,0
160,95,0
165,95,0
170,95,0
175,95,0
180,95,0
185,95,0
190,95,0
195,100,1.5708
195,95,1.5708
195,105,3.1415
190,105,3.1415
185,105,3.1415
180,105,3.1415
175,105,3.1415
170,105,3.1415
165,105,3.1415
160,105,3.1415
155,105,3.1415
150,105,3.1415
145,105,3.1415
140,105,3.1415
135,105,3.1415
130,105,3.1415
125,105,3.1415
120,105,3.1415
115,105,3.1415
110,105,3.1415
105,105,3.1415
100,105,3.1415
95,105,3.1415
90,105,3.1415
85,105,3.1415
80,105,3.1415
75,105,3.1415
70,105,3.1415
65,105,3.1415
60,105,3.1415
55,105,3.1415
50,105,3.1415
45,105,3.1415
40,105,3.1415
35,105,3.1415
30,105,3.1415
25,105,3.1415
20,105,3.1415
15,105,3.1415
10,105,3.1415
5,110,-1.5708
5,115,-1.5708
5,115,0
10,115,0
15,115,0
20,115,0
25,115,0
30,115,0
35,115,0
40,115,0
45,115,0
50,115,0
55,115,0
60,115,0
65,115,0
70,115,0
75,115,0
80,115,0
85,115,0
90,115,0
95,115,0
100,115,0
105,115,0
110,115,0
115,115,0
120,115,0
125,115,0
130,115,0
135,115,0
140,115,0
145,115,0
150,115,0
155,115,0
160,115,0
165,115,0
170,115,0
175,115,0
180,115,0
185,115,0
190,115,0
195,120,1.5708
195,115,1.5708
195,125,3.1415
190,125,3.1415
185,125,3.1415
180,125,3.1415
175,125,3.1415
170,125,3.1415
165,125,3.1415
160,125,3.1415
155,125,3.1415
150,125,3.1415
145,125,3.1415
140,125,3.1415
135,125,3.1415
130,125,3.1415
125,125,3.1415
120,125,3.1415
115,125,3.1415
110,125,3.1415
105,125,3.1415
100,125,3.1415
95,125,3.1415
90,125,3.1415
85,125,3.1415
80,125,3.1415
75,125,3.1415
70,125,3.1415
65,125,3.1415
60,125,3.1415
55,125,3.1415
50,125,3.1415
45,125,3.1415
40,125,3.1415
35,125,3.1415
30,125,3.1415
25,125,3.1415
20,125,3.1415
15,125,3.1415
10,125,3.1415
5,130,-1.5708
5,135,-1.5708
5,135,0
10,135,0
15,135,0
20,135,0
25,135,0
30,135,0
35,135,0
40,135,0
45,135,0
50,135,0
55,135,0
60,135,0
65,135,0
70,135,0
75,135,0
80,135,0
85,135,0
90,135,0
95,135,0
100,135,0
105,135,0
110,135,0
115,135,0
120,135,0
125,135,0
130,135,0
135,135,0
140,135,0
145,135,0
150,135,0
155,135,0
160,135,0
165,135,0
170,135,0
175,135,0
180,135,0
185,135,0
190,135,0
195,140,1.5708
195,135,1.5708
195,145,3.1415
190,145,3.1415
185,145,3.1415
180,145,3.1415
175,145,3.1415
170,145,3.1415
165,145,3.1415
160,145,3.1415
155,145,3.1415
150,145,3.1415
145,145,3.1415
140,145,3.1415
135,145,3.1415
130,145,3.1415
125,145,3.1415
120,145,3.1415
115,145,3.1415
110,145,3.1415
105,145,3.1415
100,145,3.1415
95,145,3.1415
90,145,3.1415
85,145,3.1415
80,145,3.1415
75,145,3.1415
70,145,3.1415
65,145,3.1415
60,145,3.1415
55,145,3.1415
50,145,3.1415
45,145,3.1415
40,145,3.1415
35,145,3.1415
30,145,3.1415
25,145,3.1415
20,145,3.1415
15,145,3.1415
10,145,3.1415
5,150,-1.5708
5,155,-1.5708
5,155,0
10,155,0
15,155,0
20,155,0
25,155,0
30,155,0
35,155,0
40,155,0
45,155,0
50,155,0
55,155,0
60,155,0
65,155,0
70,155,0
75,155,0
80,155,0
85,155,0
90,155,0
95,155,0
100,155,0
105,155,0
110,155,0
115,155,0
120,155,0
125,155,0
130,155,0
135,155,0
140,155,0
145,155,0
150,155,0
155,155,0
160,155,0
165,155,0
170,155,0
175,155,0
180,155,0
185,155,0
190,155,0
195,160,1.5708
195,155,1.5708
195,165,3.1415
190,165,3.1415
185,165,3.1415
180,165,3.1415
175,165,3.1415
170,165,3.1415
165,165,3.1415
160,165,3.1415
155,165,3.1415
150,165,3.1415
145,165,3.1415
140,165,3.1415
135,165,3.1415
130,165,3.1415
125,165,3.1415
120,165,3.1415
115,165,3.1415
110,165,3.1415
105,165,3.1415
100,165,3.1415
95,165,3.1415
90,165,3.1415
85,165,3.1415
80,165,3.1415
75,165,3.1415
70,165,3.1415
65,165,3.1415
60,165,3.1415
55,165,3.1415
50,165,3.1415
45,165,3.1415
40,165,3.1415
35,165,3.1415
30,165,3.1415
25,165,3.1415
20,165,3.1415
15,165,3.1415
10,165,3.1415
5,170,-1.5708
5,175,-1.5708
5,175,0
10,175,0
15,175,0
20,175,0
25,175,0
30,175,0
35,175,0
40,175,0
45,175,0
50,175,0
55,175,0
60,175,0
65,175,0
70,175,0
75,175,0
80,175,0
85,175,0
90,175,0
95,175,0
100,175,0
105,175,0
110,175,0
115,175,0
120,175,0
125,175,0
130,175,0
135,175,0
140,175,0
145,175,0
150,175,0
155,175,0
160,175,0
165,175,0
170,175,0
175,175,0
180,175,0
185,175,0
190,175,0
195,180,1.5708
195,175,1.5708
195,185,3.1415
190,185,3.1415
185,185,3.1415
180,185,3.1415
175,185,3.1415
170,185,3.1415
165,185,3.1415
160,185,3.1415
155,185,3.1415
150,185,3.1415
145,185,3.1415
140,185,3.1415
135,185,3.1415
130,185,3.1415
125,185,3.1415
120,185,3.1415
115,185,3.1415
110,185,3.1415
105,185,3.1415
100,185,3.1415
95,185,3.1415
90,185,3.1415
85,185,3.1415
80,185,3.1415
75,185,3.1415
70,185,3.1415
65,185,3.1415
60,185,3.1415
55,185,3.1415
50,185,3.1415
45,185,3.1415
40,185,3.1415
35,185,3.1415
30,185,3.1415
25,185,3.1415
20,185,3.1415
15,185,3.1415
10,185,3.1415
5,190,-1.5708
5,195,-1.5708
5,195,0
10,195,0
15,195,0
20,195,0
25,195,0
30,195,0
35,195,0
40,195,0
45,195,0
50,195,0
55,195,0
60,195,0
65,195,0
70,195,0
75,195,0
80,195,0
85,195,0
90,195,0
95,195,0
100,195,0
105,195,0
110,195,0
115,195,0
120,195,0
125,195,0
130,195,0
135,195,0
140,195,0
145,195,0
150,195,0
155,195,0
160,195,0
165,195,0
170,195,0
175,195,0
180,195,0
185,195,0
190,195,0
